CO/STATE,RECORDED,DATE,GRANTOR,Address,CITY,GRANTEE,PRICE,TYPE,BUILT,LAND AC,IMP SF,UNITS,LAND SF,$/SF IMP,$/UNIT IMP,$/SF LAND,GARAGE,CAP RATE,NOI,EXP,EGI,OCCUP,Corner Y/N,Reg Site shape,Utilities,Location,Quality,Condition,Description,Comments
JE-CO,2016042963,4/1/2016,,11676 SHAFFER PL 409,LITTLETON,,156000,Ind,2012,0.02,960,1,958,162.5,156000,162.7848735,,,,,,,,,,,,,,
JE-CO,2016030757,4/1/2016,,12505 W 32ND AVE,WHEAT RIDGE,,663500,Off,1970,0.22,2998,1,9583,221.3142095,663500,69.23574589,,,,,,,,,,,,,,
JE-CO,2016029679,3/31/2016,,8101 W 9TH AVE,LAKEWOOD,,5600000,Apt,1959,2.24,44390,48,97662,126.1545393,116666.6667,57.34090561,,,,,,,,,,,,,,
JE-CO,2016029971,3/31/2016,,3645 EVERGREEN PKWY,EVERGREEN,,1045000,C-store,1999,1.41,2590,1,61550,403.4749035,1045000,16.97798938,,,,,,,,,,,,,,
JE-CO,2016030159,3/31/2016,,7761 SHAFFER PKWY,LITTLETON,,4607800,Off,2000,2.51,30447,1,109336,151.3383913,4607800,42.14363849,,,,,,,,,,,,,,
JE-CO,2016029081,3/30/2016,,6790 W 19TH PL,LAKEWOOD,,32000000,Apt,1985,4.67,141072,191,203295,226.8345242,167539.267,157.4070959,,,,,,,,,,,,,,
JE-CO,2016029158,3/30/2016,,6390 JOYCE DR,ARVADA,,1750000,Ind,1981,1.29,23559,2,56192,74.2815909,875000,31.14300154,,,,,,,,,,,,,,
JE-CO,2016028943,3/30/2016,,25107 GENESEE TRAIL RD 100,GOLDEN,,705000,Off,1981,2.69,9699,1,117176,72.68790597,705000,6.016569889,,,,,,,,,,,,,,
JE-CO,2016029656,3/30/2016,,4865 WARD RD,WHEAT RIDGE,,2100000,Off,2001,1.55,15555,1,67431,135.0048216,2100000,31.14300154,,,,,,,,,,,,,,
JE-CO,2016028578,3/25/2016,,1492 AMMONS ST,LAKEWOOD,,325000,Off,1959,0.20,3500,1,8712,92.85714286,325000,37.30486685,,,,,,,,,,,,,,
JE-CO,2016031221,3/25/2016,,11786 SHAFFER PL S209,LITTLETON,,234900,Ind,2013,0.00,1668,1,0,140.8273381,234900,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016027922,3/24/2016,,7830 SHAFFER PKWY 809,LITTLETON,,153900,Ind,2017,0.00,960,0,0,160.3125,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016029535,3/23/2016,,810 S WADSWORTH BLVD,LAKEWOOD,,4350000,Rest,2007,1.97,7056,1,85857,616.4965986,4350000,50.66578333,,,,,,,,,,,,,,
JE-CO,2016026792,3/23/2016,,4725 INDEPENDENCE ST,WHEAT RIDGE,,2925000,Ind,1961,3.32,34842,1,144489,83.95040468,2925000,20.24382283,,,,,,,,,,,,,,
JE-CO,2016027321,3/23/2016,,29340 INDUSTRIAL WAY 411,GOLDEN,,223000,Ind,2007,0.02,1892,1,1002,117.8646934,223000,222.5815467,,,,,,,,,,,,,,
JE-CO,2016026216,3/22/2016,,5690 W COAL MINE AVE,LITTLETON,,925000,1 Story/Ranch,1930,2.60,2900,2,113169,318.9655172,462500,8.173625117,,,,,,,,,,,,,,
JE-CO,2016026974,3/22/2016,,1692 WADSWORTH BLVD 102,LAKEWOOD,,13000000,Ret,2006,5.40,44408,20,235311,292.7400468,650000,55.24600792,,,,,,,,,,,,,,
JE-CO,2016025780,3/21/2016,,5562 NEWLAND WAY,ARVADA,,865000,Apt,1971,0.35,5068,8,15377,170.6787687,108125,56.25401582,,,,,,,,,,,,,,
JE-CO,2016023283,3/18/2016,,4462 JAY ST,WHEAT RIDGE,,990000,Apt,1954,0.36,6218,8,15856,159.2151817,123750,62.43756244,,,,,,,,,,,,,,
JE-CO,2016025268,3/18/2016,,5355 W 59TH AVE,ARVADA,,1500000,Ind,2011,0.88,11250,1,38246,133.3333333,1500000,39.22011584,,,,,,,,,,,,,,
JE-CO,2016025199,3/18/2016,,11919 I-70 FRONTAGE RD N 126,WHEAT RIDGE,,340000,Ind,2002,0.04,2493,1,1786,136.3818692,340000,190.3738046,,,,,,,,,,,,,,
JE-CO,2016025212,3/18/2016,,11919 I-70 FRONTAGE RD N 104,WHEAT RIDGE,,385000,Ind,2002,0.04,2805,0,1830,137.254902,#DIV/0!,210.4377104,,,,,,,,,,,,,,
JE-CO,2016025165,3/17/2016,,11726 SHAFFER PL 602,LITTLETON,,112500,Ind,2013,0.02,712,1,741,158.005618,112500,151.9202722,,,,,,,,,,,,,,
JE-CO,2016024893,3/17/2016,,4860 COUNTY HWY 73,EVERGREEN,,305000,Off,1975,0.12,1408,1,5271,216.6193182,305000,57.86641775,,,,,,,,,,,,,,
JE-CO,2016024038,3/15/2016,,708 13TH ST 110,GOLDEN,,1836736,Ret,2016,0.00,4521,0,0,406.2676399,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016024497,3/15/2016,,171 S VAN GORDON ST A,LAKEWOOD,,350000,Ind,1981,0.09,3666,1,3746,95.47190398,350000,93.42900463,,,,,,,,,,,,,,
JE-CO,2016023407,3/11/2016,,4990 KIPLING ST,WHEAT RIDGE,,5350000,Ret,1984,3.49,43345,21,151981,123.4283078,254761.9048,35.2018057,,,,,,,,,,,,,,
JE-CO,2016024790,3/11/2016,,11786 SHAFFER PL 204,LITTLETON,,188000,ind,2013,0.00,1248,1,0,150.6410256,188000,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016024779,3/11/2016,,11786 SHAFFER PL S204,LITTLETON,,239900,Ind,2013,0.00,1248,1,0,192.2275641,239900,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016022452,3/9/2016,,7830 SHAFFER PKWY 806,LITTLETON,,149900,Ind,2017,0.00,960,0,0,156.1458333,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016022014,3/8/2016,,7830 SHAFFER PKWY 817,LITTLETON,,149500,Ind,2017,0.00,960,0,0,155.7291667,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016021777,3/8/2016,,7830 SHAFFER PKWY 803,LITTLETON,,149900,Ind,2017,0.00,960,0,0,156.1458333,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016021228,3/7/2016,,5895 W 11TH AVE,LAKEWOOD,,650000,Apt,1955,0.32,4628,6,13765,140.4494382,108333.3333,47.22135044,,,,,,,,,,,,,,
JE-CO,2016022041,3/7/2016,,7830 SHAFFER PKWY 810,LITTLETON,,168900,Ind,2017,0.00,1152,0,0,146.6145833,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016021283,3/4/2016,,1422 STATE HWY 74,EVERGREEN,,412500,Ret,1987,0.45,2160,1,19646,190.9722222,412500,20.9971108,,,,,,,,,,,,,,
JE-CO,2016021628,3/4/2016,,7830 SHAFFER PKWY 814,LITTLETON,,167900,Ind,2017,0.00,1152,0,0,145.7465278,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016048647,3/4/2016,,11919 I-70 FRONTAGE RD N 127,WHEAT RIDGE,,725000,Ind,2002,0.08,4712,1,3572,153.8624788,725000,202.972071,,,,,,,,,,,,,,
JE-CO,2016020309,3/1/2016,,9195 W 6TH AVE FRONTAGE RD,LAKEWOOD,,7539702,Ind,2000,4.31,46541,2,187831,162.0012892,3769851,40.1409418,,,,,,,,,,,,,,
JE-CO,2016018499,2/26/2016,,4592 EVERETT CT,WHEAT RIDGE,,780000,Apt,1962,0.29,5717,6,12545,136.4351933,130000,62.17477808,,,,,,,,,,,,,,
JE-CO,2016018179,2/26/2016,,7555 W 10TH AVE,LAKEWOOD,,435000,Off,1970,0.21,4993,0,9235,87.12197076,#DIV/0!,47.10483913,,,,,,,,,,,,,,
JE-CO,2016018331,2/26/2016,,735 S XENON CT,LAKEWOOD,,2080000,Off,2004,0.74,13302,1,32322,156.3674635,2080000,64.35340912,,,,,,,,,,,,,,
JE-CO,2016017695,2/25/2016,,98 WADSWORTH BLVD 125B,LAKEWOOD,,34275000,Ret,1985,13.66,146301,5,595204,234.2772777,6855000,57.58531397,,,,,,,,,,,,,,
JE-CO,2016019114,2/25/2016,,7830 SHAFFER PKWY 818,LITTLETON,,176200,Ind,2017,0.00,1152,0,0,152.9513889,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016019096,2/25/2016,,7830 SHAFFER PKWY 811,LITTLETON,,169900,Ind,2017,0.00,1152,0,0,147.4826389,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016016758,2/22/2016,,3300 S WADSWORTH BLVD,LAKEWOOD,,420000,1 Story/Ranch,1958,0.68,3679,1,29795,114.1614569,420000,14.09630596,,,,,,,,,,,,,,
JE-CO,2016019684,2/22/2016,,5478 W 38TH AVE,WHEAT RIDGE,,549900,Car Wash - Self Serve,1966,0.36,2138,7,15464,257.2029935,78557.14286,35.56047026,,,,,,,,,,,,,,
JE-CO,2016014930,2/16/2016,,9398 W CEDAR AVE,LAKEWOOD,,370000,Ind,1971,0.55,4000,1,23914,92.5,370000,15.47182372,,,,,,,,,,,,,,
JE-CO,2016014594,2/16/2016,,13601 W 43RD DR B10,GOLDEN,,125000,Ind,2002,0.02,1000,1,1002,125,125000,124.765441,,,,,,,,,,,,,,
JE-CO,2016014650,2/16/2016,,171 S VAN GORDON ST E,LAKEWOOD,,536000,Ind,1981,0.10,4432,1,4443,120.9386282,536000,120.6359495,,,,,,,,,,,,,,
JE-CO,2016014909,2/15/2016,,11786 SHAFFER PL S206,LITTLETON,,289900,Ind,2013,0.00,1560,1,0,185.8333333,289900,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016015462,2/12/2016,,9998 W COLFAX AVE,LAKEWOOD,,2400000,Ret,1995,0.62,6542,4,27094,366.8602874,600000,88.57945134,,,,,,,,,,,,,,
JE-CO,2016014915,2/12/2016,,7830 SHAFFER PKWY 808,LITTLETON,,229900,Ind,2017,0.00,1528,0,0,150.4581152,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016014543,2/11/2016,,7830 SHAFFER PKWY 807,LITTLETON,,149900,Ind,2017,0.00,960,0,0,156.1458333,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016013287,2/10/2016,,1862 S WADSWORTH BLVD,LAKEWOOD,,875000,Ret,1972,1.50,15532,7,65427,56.33530775,125000,13.37365912,,,,,,,,,,,,,,
JE-CO,2016013573,2/10/2016,,7830 SHAFFER PKWY 801,LITTLETON,,159900,Ind,2017,0.00,1040,0,0,153.75,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016013589,2/10/2016,,7830 SHAFFER PKWY 804,LITTLETON,,149900,Ind,2017,0.00,960,0,0,156.1458333,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016011677,2/8/2016,,17205 W 12TH AVE,GOLDEN,,575000,Apt,1953,0.44,2112,7,19297,272.2537879,82142.85714,29.7972543,,,,,,,,,,,,,,
JE-CO,2016011974,2/5/2016,,6772 W 51ST AVE,ARVADA,,525000,Apt,1971,0.21,3840,4,9104,136.71875,131250,57.66670621,,,,,,,,,,,,,,
JE-CO,2016011707,2/5/2016,,10690 W 7TH PL,LAKEWOOD,,1225000,Apt,1961,0.62,11300,12,27138,108.4070796,102083.3333,45.13985617,,,,,,,,,,,,,,
JE-CO,2016012789,2/5/2016,,140 S UNION BLVD,LAKEWOOD,,3100000,Ind,1972,2.76,34075,0,120226,90.9757887,#DIV/0!,25.7848578,,,,,,,,,,,,,,
JE-CO,2016011963,2/4/2016,,7520 W 13TH AVE,LAKEWOOD,,789000,Apt,1960,0.28,6255,7,12023,126.1390887,112714.2857,65.62662195,,,,,,,,,,,,,,
JE-CO,2016011551,2/4/2016,,1470 CHASE ST,LAKEWOOD,,350000,Auto,1978,0.22,2349,1,9540,148.9995743,350000,36.68901552,,,,,,,,,,,,,,
JE-CO,2016012079,2/4/2016,,7830 SHAFFER PKWY 816,LITTLETON,,168900,Ind,2017,0.00,1152,0,0,146.6145833,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016012052,2/4/2016,,7830 SHAFFER PKWY 819,LITTLETON,,164900,Ind,2017,0.00,1152,0,0,143.1423611,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016014892,2/4/2016,,7830 SHAFFER PKWY 815,LITTLETON,,167900,Ind,2017,0.00,1152,0,0,145.7465278,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016011798,2/4/2016,,7830 SHAFFER PKWY 805,LITTLETON,,149900,Ind,2017,0.00,960,0,0,156.1458333,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016011611,2/4/2016,,6415 MILLER ST,ARVADA,,701266,Car Wash - Self Serve,1979,0.70,7552,12,30666,92.85831568,58438.83333,22.86768772,,,,,,,,,,,,,,
JE-CO,2016013357,2/4/2016,,8333 RALSTON RD 3,ARVADA,,1200000,Off,1961,0.40,5791,1,17206,207.218097,1200000,69.74230219,,,,,,,,,,,,,,
JE-CO,2016022435,2/3/2016,,7830 SHAFFER PKWY 813,LITTLETON,,143900,Ind,2017,0.00,960,0,0,149.8958333,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016010419,2/1/2016,,7110 W 44TH AVE,WHEAT RIDGE,,315000,1 Story/Ranch,1938,0.28,1238,1,12023,254.4426494,315000,26.2007426,,,,,,,,,,,,,,
JE-CO,2016010058,2/1/2016,,7460 W 38TH AVE,WHEAT RIDGE,,1400000,Ret,1963,0.70,9600,6,30536,145.8333333,233333.3333,45.84818487,,,,,,,,,,,,,,
JE-CO,2016010382,2/1/2016,,5603 W 6TH AVE FRONTAGE RD,LAKEWOOD,,423500,Ind,1964,0.39,5202,1,16901,81.41099577,423500,25.05727377,,,,,,,,,,,,,,
JE-CO,2016009250,1/29/2016,,11148 BENTON ST,BROOMFIELD,,3200000,Off,2006,1.35,20228,1,58675,158.1965592,3200000,54.53741028,,,,,,,,,,,,,,
JE-CO,2016009227,1/28/2016,,30404 KINGS VALLEY DR,CONIFER,,1150000,Mini stg,1980,3.27,33419,9,142354,34.41156228,127777.7778,8.078447769,,,,,,,,,,,,,,
JE-CO,2016010412,1/28/2016,,10795 W 72ND AVE,ARVADA,,1600000,1 Story/Ranch,1948,6.35,62314,0,276606,25.67641301,#DIV/0!,5.784400917,,,,,,,,,,,,,,
JE-CO,2016009720,1/26/2016,,2614 S MILLER DR,LAKEWOOD,,120918486,Apt,1987,38.41,471939,448,1672965,256.2163458,269907.3348,72.27793766,,,,,,,,,,,,,,
JE-CO,2016009494,1/26/2016,,10025 W DARTMOUTH AVE,LAKEWOOD,,45197368,Apt,1989,10.18,167998,201,443397,269.0351552,224862.5274,101.9342565,,,,,,,,,,,,,,
JE-CO,2016007797,1/22/2016,,5341 COUNTY HWY 73,EVERGREEN,,875000,Apt,1963,2.08,5049,11,90605,173.3016439,79545.45455,9.657324998,,,,,,,,,,,,,,
JE-CO,2016009867,1/21/2016,,7402 CHURCH RANCH BLVD,WESTMINSTER,,35500000,Apt,1995,8.80,184230,176,383328,192.6939152,201704.5455,92.60998414,,,,,,,,,,,,,,
JE-CO,2016006306,1/21/2016,,8125 W GRAND AVE,LITTLETON,,517500,Off,1996,0.49,4380,0,21519,118.1506849,#DIV/0!,24.04891759,,,,,,,,,,,,,,
JE-CO,2016005961,1/19/2016,,1195 S SHERIDAN BLVD,LAKEWOOD,,675000,Rest,1974,0.83,3274,1,36198,206.1698228,675000,18.64725363,,,,,,,,,,,,,,
JE-CO,2016005366,1/13/2016,,840 TABOR ST,LAKEWOOD,,1075000,Rest,2004,0.69,3097,1,29882,347.1101066,1075000,35.97464173,,,,,,,,,,,,,,
JE-CO,2016011156,1/13/2016,,11636 SHAFFER PL 302,LITTLETON,,150000,Ind,2012,0.02,960,1,958,156.25,150000,156.5239169,,,,,,,,,,,,,,
JE-CO,2016004465,1/12/2016,,32156 CASTLE CT,EVERGREEN,,2700000,Off,2002,1.96,25493,1,85378,105.9114267,2700000,31.62421994,,,,,,,,,,,,,,
JE-CO,2016003674,1/11/2016,,12414 S US HWY 285,CONIFER,,707500,2 Story,1890,5.35,3660,1,233046,193.3060109,707500,3.035881328,,,,,,,,,,,,,,
JE-CO,2016005579,1/8/2016,,111 MT EVANS BLVD,PINE,,700000,2 Story,1981,0.34,3088,0,14985,226.6839378,#DIV/0!,46.71450232,,,,,,,,,,,,,,
JE-CO,2016003512,1/8/2016,,7850 SHAFFER PKWY 909,LITTLETON,,162900,Ind,2016,0.00,1176,1,0,138.5204082,162900,#DIV/0!,,,,,,,,,,,,,,
JE-CO,2016003979,1/8/2016,,VACANT LAND,GOLDEN,,1350000,Lnd,1962,0.46,4514,1,19994,299.0695614,1350000,67.520121,,,,,,,,,,,,,,
JE-CO,2016002603,1/7/2016,,16008 W 5TH AVE,GOLDEN,,1500000,Ind,1972,0.71,15000,1,30971,100,1500000,48.4321543,,,,,,,,,,,,,,
JE-CO,2016001641,1/6/2016,,10065 W SAN JUAN WAY,LITTLETON,,3575000,Ret,2005,1.44,15123,7,62552,236.3948952,510714.2857,57.15230297,,,,,,,,,,,,,,
JE-CO,2016001054,1/4/2016,,3405 SHERIDAN BLVD,WHEAT RIDGE,,762000,Apt,1960,0.33,5209,7,14288,146.2852755,108857.1429,53.33266143,,,,,,,,,,,,,,
JE-CO,2016001118,1/4/2016,,8006 W 62ND AVE,ARVADA,,1160000,Apt,1970,0.23,6313,9,9888,183.747822,128888.8889,117.3124922,,,,,,,,,,,,,,
JE-CO,2016003171,1/4/2016,,5480 MARSHALL ST,ARVADA,,910000,2 Story,1919,0.69,9577,2,30231,95.01931711,455000,30.10190985,,,,,,,,,,,,,,
JE-CO,2016001075,1/4/2016,,8525 W 53RD AVE,ARVADA,,9500000,Apt,1972,4.63,87156,96,201683,108.9999541,98958.33333,47.10366972,,,,,,,,,,,,,,
JE-CO,2016000664,1/4/2016,,4325 KILMER ST,GOLDEN,,444000,Ind,1983,0.45,6300,1,19384,70.47619048,444000,22.90525273,,,,,,,,,,,,,,
DO-CO,2016017686,03/24/2016,CPX LONE TREE HOTEL LLLP,10030 TRAINSTATION CIR,LONE TREE,RLC III LONE TREE LLC,15000000,Hot,2012,1.45,64000,106,63075,234.375,141509.434,237.8125809,,,,,,,N,Y,Y,3,3,3,Hotel,Hampton Inn  Suites
DO-CO,2016016006,03/17/2016,K2 HOSPITALITY HOLDINGS LLC,7056 E COUNTY LINE RD,HIGHLANDS RANCH,DENVER TECH FIS LLC,7700000,Hot,1998,1.16,31194,63,50530,246.8423415,122222.2222,152.3859282,,0.1309,1008000,1636425,2644425,,Y,Y,Y,3,3,3,Hotel,Comfort Suites
DO-CO,2016095892,12/28/2016,DLK HOLDINGS LLC,701 PARK ST,CASTLE ROCK,PATRIOTPROS PROPERTIES LLC,1175000,Ind,1985,0.58,8325,,25352,141.1411411,,46.34757446,,,,,,,Y,Y,Y,3,2,2,Ind,Flex off Whse
DO-CO,2016069694,09/30/2016,CCCC LLLP,12299 MEAD WAY,LITTLETON,MEAD WAY PROPERTIES LLC,1150000,Ind,2000,0.68,6360,,29403,180.8176101,,39.11165527,,,,,,,Y,Y,Y,3,2,2,Ind,Flex off Whse
DO-CO,2016088630,12/05/2016,MUTUAL OF OMAHA BANK,185 G CAPRICE CT,CASTLE ROCK,NIEBUR GOLF DEVELOPMENT LLC,540000,Ind,1984,0.18,2450,,7754,220.4081633,,69.64434952,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016088630,12/05/2016,MUTUAL OF OMAHA BANK,185 H CAPRICE CT,CASTLE ROCK,NIEBUR GOLF DEVELOPMENT LLC,540000,Ind,1984,0.18,2450,,7754,220.4081633,,69.64434952,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016061566,08/18/2016,FREDERICK SCOTT SPEARS & CATHLEEN J SPEARS,735 5 PARK ST,CASTLE ROCK,NORMA J MORRIS,55000,Ind,1984,0.08,1190,,3441,46.21848739,,15.98261092,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016061568,08/18/2016,ALLEN LEE PETERSON FAMILY TRUST & NORMA J MORRIS,735 5 PARK ST,CASTLE ROCK,JUSTIN M BYRD,220000,Ind,1984,0.08,1190,,3441,184.8739496,,63.93044368,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016061566,08/18/2016,FREDERICK SCOTT SPEARS & CATHLEEN J SPEARS,735 6 PARK ST,CASTLE ROCK,NORMA J MORRIS,55000,Ind,1984,0.08,1166,,3441,47.16981132,,15.98261092,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016061568,08/18/2016,ALLEN LEE PETERSON FAMILY TRUST & NORMA J MORRIS,735 6 PARK ST,CASTLE ROCK,JUSTIN M BYRD,220000,Ind,1984,0.08,1166,,3441,188.6792453,,63.93044368,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016004183,01/21/2016,CHRISTOPHER D GEIGER,18596 B2 LONGS WAY,PARKER,SEAN MARKEY,25000,Ind,2007,0.08,1183,,3441,21.13271344,,7.264823145,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016016823,03/21/2016,COLORADO SPEED,18596 B6 LONGS WAY,PARKER,ELECTRIC JELLYFISH,90000,Ind,2007,0.08,942,,3441,95.54140127,,26.15336332,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016034078,05/31/2016,C&D REALTY LLC,18584 C4 LONGS WAY,PARKER,RJR SOLUTIONS INC,115000,Ind,2007,0.08,1150,,3441,100,,33.41818647,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016027409,05/02/2016,LAURIE RUTH KOLE AKA LAURIE R KOLE NKA LAURIE KOLE WALLACE,9933 TITAN PARK CIR,LITTLETON,TIMOTHY A EVANS & TAMMI C EVANS,198000,Ind,1999,0.14,1350,,6142,146.6666667,,32.23726628,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016017993,03/25/2016,DAVID N FRANKLIN & RHONDA R FRANKLIN,9949 TITAN PARK CIR,LITTLETON,NICK GATCHIS,230000,Ind,1999,0.21,2000,,8930,115,,25.75645591,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016016183,03/18/2016,MICHAEL KLEMP,9953 #5 TITAN PARK CIR,LITTLETON,BIRD DOG HOLDINGS LLC,400000,Ind,1999,0.21,2000,,8930,200,,44.79383637,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016016183,03/18/2016,MICHAEL KLEMP,9955 TITAN PARK CIR,LITTLETON,BIRD DOG HOLDINGS LLC,400000,Ind,1999,0.21,2000,,8930,200,,44.79383637,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016013632,03/07/2016,JOAN BRADT LLC,9892 6 TITAN PARK CIR,LITTLETON,9892 TITAN PARK PROPERTY LLC,260000,Ind,2000,0.19,2366,,8364,109.8901099,,31.08738904,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016036056,06/07/2016,P7 LAND HOLDING CO LLC,9337 C4 COMMERCE CENTER ST,HIGHLANDS RANCH,BRETT SCOTT NARLINGER,325000,Ind,2007,0.19,2900,,8364,112.0689655,,38.8592363,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016075647,10/20/2016,WMK INVESTMENTS LLC,9337 C5 COMMERCE CENTER ST,HIGHLANDS RANCH,GFORCE HOLDINGS LLC,290000,Ind,2007,0.19,2900,,8364,100,,34.67439547,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016097014,12/30/2016,PREMIER REAL ESTATE INVESTMENTS LLC,9349 F2 COMMERCE CENTER ST,HIGHLANDS RANCH,DANIEL J BEEKHUIZEN,125000,Ind,2006,0.19,1250,,8364,100,,14.94586012,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016015906,03/17/2016,82 INVERNESS LLC,3911 I NORWOOD DR,LITTLETON,CJA65 IRREVOCABLE TRUST,245000,Ind,1984,0.14,2208,,5902,110.9601449,,41.50867955,,,,,,,Y,Y,Y,3,2,2,Ind Condo,Flex off Whse
DO-CO,2016005360,01/26/2016,EQR HIGHLANDS RANCH LLC,355 W BURGUNDY ST,HIGHLANDS RANCH,SCG ATLAS HIGHLANDS RANCH LLC,96870100,Apt,1999,22.81,519470,422,993647,186.4787187,229550,97.48943478,,,,,,,Y,Y,Y,3,3,3,MT apts,Legacy at Highlands Ranch
DO-CO,2016005216,01/26/2016,EQR WELLFAN 2008 LP,3388 E COUNTY LINE RD,HIGHLANDS RANCH,SCG ATLAS COPPER CANYON LLC,48476300,Apt,1998,13.17,199448,236,573859,243.0523244,205408.0508,84.47417019,,,,,,,Y,Y,Y,3,3,3,MT apts,Copper Canyon at Highlands Ranch
DO-CO,2016039010,06/14/2016,ANGELA M HOOPER & CHRISTOPHER R HOOPER,310 N WILCOX ST,CASTLE ROCK,FRONT RANGE CHRISTIAN CHURCH,720000,Church,1993,0.08,5279,,3485,136.3894677,,206.6115702,,,,,,,N,Y,Y,3,2,2,Church,Front Range Church
DO-CO,2016045510,07/11/2016,PLUM CREEK INVESTMENT GROUP LLC,2285 MANATT CT,CASTLE ROCK,WJH CASTLE ROCK LLC & DG CASTLE ROCK LLC & WAH CASTLE ROCK LLC,297400,Off,2016,0.90,6020,,39291,49.40199336,,7.569140304,,,,,,,Y,Y,Y,3,3,3,MT off,Shell office 
DO-CO,2016093244,12/19/2016,FIRST CITIZENS BANK & TRUST COMPANY,815 S PERRY ST,CASTLE ROCK,T&E PROPERTY COMPANY,1100000,Off,2001,0.42,5920,,18295,185.8108108,,60.12506013,,,,,,1.0000,Y,Y,Y,3,3,3,MT medical,Medical office
DO-CO,2016015158,03/14/2016,WILLIAM J HEINLEIN & WILLIAM A HEINLEIN & DARL GAGLIANO,121 S WILCOX ST,CASTLE ROCK,BAMM INVESTMENTS LLC,650000,Off,1982,0.16,3348,,7013,194.1457587,,92.68289901,,,,,,1.0000,Y,Y,Y,3,2,2,MT office,Older main st office.
DO-CO,2016090677,12/09/2016,221 WILCOX LLC,221 N WILCOX ST,CASTLE ROCK,CD WILCOX LLC,1625000,Off,1976,0.37,5184,,16248,313.4645062,,100.0130479,,,,,,1.0000,Y,Y,Y,3,3,3,MT office,Older main st office. Possible redevelop.
DO-CO,2016028876,04/29/2016,BRIDGE INVESTMENTS LLC,107 FIFTH ST,CASTLE ROCK,5TH & BRIDGE PROPERTIES LLC,475000,Off,1890,0.41,2385,,17860,199.1614256,,26.59634034,,,,,,1.0000,Y,Y,Y,3,3,3,ST medical,Medical office
DO-CO,2016044558,07/08/2016,CASTLETON LLC,4700 CASTLETON WAY,CASTLE ROCK,CWC INCOME PROPERTIES 5 LLC,4900000,Off,2001,1.76,27470,,76666,178.3764106,,63.91393272,,0.0745,364838,0,364838,1.0000,Y,Y,Y,3,3,3,MT office/med,Newer I-25 frontage office. 
